ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
2003/01/02,2858000,161191000,56.00,57.50,56.00,56.50,-0.50,1262
2003/01/03,3684996,213365771,58.00,58.50,57.00,57.50,+1.00,1789
2003/01/06,6185210,373564596,58.50,61.50,58.00,61.50,+4.00,2176
2003/01/07,7771170,492783782,64.00,64.50,62.00,62.00,+0.50,2392
2003/01/08,10377797,673865733,63.00,66.00,62.50,66.00,+4.00,3326
2003/01/09,5976211,393473894,66.00,66.50,64.50,66.00,0.00,2122
2003/01/10,6308909,427188054,67.50,68.50,67.00,67.50,+1.50,2163
2003/01/13,10935795,771896586,67.50,72.00,67.50,72.00,+4.50,3537
2003/01/14,5248479,374617251,72.00,72.00,70.50,70.50,-1.50,1596
2003/01/15,4711494,330032707,70.50,72.00,69.00,70.00,-0.50,1611
2003/01/16,3177364,221055364,70.00,71.50,68.50,68.50,-1.50,1243
2003/01/17,3256148,223068017,68.00,70.00,67.50,70.00,+1.50,1053
2003/01/20,3172548,215663154,69.00,69.50,66.50,67.50,-2.50,1019
2003/01/21,4078223,271551721,67.50,68.00,65.50,66.00,-1.50,1576
2003/01/22,2554087,168988061,66.00,67.00,65.50,66.00,0.00,1170
2003/01/23,6882572,450481906,66.00,67.00,64.50,65.50,-0.50,2368
2003/01/24,3536460,232396022,66.50,67.00,65.00,65.50,0.00,1254
2003/01/27,3248464,215213422,65.50,67.00,65.00,66.00,+0.50,1242
2003/01/28,2721682,180462979,67.00,67.50,65.00,66.00,0.00,1045
2003/02/06,3402000,213695500,65.00,66.00,61.50,61.50,-4.50,1202
2003/02/07,6869116,400010533,58.50,59.50,57.50,59.50,-2.00,2538
2003/02/10,5835524,344565307,59.00,60.00,58.00,59.00,-0.50,1063
2003/02/11,2081350,124157339,59.50,60.50,59.00,59.50,+0.50,841
2003/02/12,5138852,304607430,61.50,61.50,58.00,58.00,-1.50,1695
2003/02/13,2472076,142169052,57.50,58.50,57.00,57.00,-1.00,1014
2003/02/14,2404253,139477679,58.00,58.50,57.50,58.50,+1.50,818
2003/02/17,4749274,292142044,61.50,62.50,60.50,62.50,+4.00,1725
2003/02/18,3298303,204006803,62.50,62.50,61.00,61.50,-1.00,1248
2003/02/19,3548902,216717756,62.50,63.50,59.00,59.00,-2.50,1383
2003/02/20,4131264,245833690,59.00,60.50,58.50,60.50,+1.50,1263
2003/02/21,3521631,209812920,61.00,61.00,58.00,58.00,-2.50,1367
2003/02/24,3453732,204949572,59.00,61.00,58.50,60.50,+2.50,1505
2003/02/25,3515729,208109574,60.50,60.50,58.50,59.00,-1.50,1349
2003/02/26,3817995,228432800,59.50,61.00,59.00,59.00,0.00,1366
2003/02/27,8034532,487559322,58.50,62.50,58.00,60.00,+1.00,2653
2003/03/03,5933783,370445332,61.50,64.00,60.50,63.00,+3.00,2270
2003/03/04,3760632,230813008,61.50,62.00,61.00,61.00,-2.00,1488
2003/03/05,4958119,295072352,60.00,60.50,59.00,60.00,-1.00,1436
2003/03/06,2374989,143190830,60.00,61.00,59.50,60.00,0.00,884
2003/03/07,5019847,298434759,60.00,61.00,58.50,58.50,-1.50,1797
2003/03/10,2688762,161503143,60.00,60.50,59.50,60.00,+1.50,1178
2003/03/11,3714968,225044575,59.50,61.50,59.00,60.00,0.00,1592
2003/03/12,3021316,184719751,60.00,62.00,60.00,61.00,+1.00,1315
2003/03/13,6648892,412990765,61.50,63.00,61.00,62.50,+1.50,2108
2003/03/14,8493695,549920037,64.00,65.50,64.00,64.50,+2.00,2741
2003/03/17,8625576,561221653,64.00,65.50,63.50,65.00,+0.50,3470
2003/03/18,10560620,723416472,69.00,69.50,67.50,68.50,+3.50,3260
2003/03/19,8511085,584209212,68.50,69.50,67.50,69.50,+1.00,2987
2003/03/20,11455692,806573111,70.50,71.50,69.00,70.50,+1.00,3961
2003/03/21,4709968,325964080,70.50,70.50,68.50,68.50,-2.00,1581
2003/03/24,6054773,415867443,68.50,69.50,68.00,68.50,0.00,1940
2003/03/25,7098174,470410731,67.50,67.50,65.50,66.50,-2.00,1999
2003/03/26,5575186,367717073,67.00,67.50,65.00,66.00,-0.50,1646
2003/03/27,6415598,424547289,66.00,67.00,65.00,67.00,+1.00,1827
2003/03/28,7411264,484749706,66.50,67.00,65.00,65.00,-2.00,2225
2003/03/31,9106480,562958710,64.50,64.50,60.50,61.00,-4.00,2931
2003/04/01,7043067,441984884,60.50,64.00,60.50,63.50,+2.50,2692
2003/04/02,4487709,280965186,63.00,63.50,62.00,62.50,-1.00,1689
2003/04/03,6838539,443588551,64.00,66.00,63.50,65.50,+3.00,2163
2003/04/04,6940731,463726655,65.50,68.00,64.50,67.00,+1.50,2097
2003/04/07,5762394,394834002,66.00,69.50,66.00,69.00,+2.00,1948
2003/04/08,5103286,346565450,68.00,69.00,67.00,67.00,-2.00,1277
2003/04/09,5676268,374171108,67.00,67.00,65.00,66.50,-0.50,1642
2003/04/10,6297503,424135252,67.00,68.00,66.50,67.00,+0.50,1860
2003/04/11,2811037,188500393,68.00,68.00,66.50,67.00,0.00,885
2003/04/14,4614649,306089715,67.00,67.00,65.50,65.50,-1.50,1289
2003/04/15,2707925,179947786,66.00,67.00,66.00,66.50,+1.00,896
2003/04/16,7791645,538079284,68.00,70.00,67.50,70.00,+3.50,2517
2003/04/17,4624158,319933707,70.00,70.50,68.50,69.50,-0.50,1458
2003/04/18,9354374,666771237,70.50,73.00,69.50,70.00,+0.50,3040
2003/04/21,8946625,637983740,70.50,72.50,70.00,72.00,+2.00,2762
2003/04/22,4398455,309179291,71.50,71.50,69.50,70.00,-2.00,1343
2003/04/23,8015942,573023744,71.00,72.50,70.00,70.50,+0.50,2433
2003/04/24,6817951,461412558,70.00,70.50,66.50,68.00,-2.50,2783
2003/04/25,5494279,361220621,65.00,67.00,65.00,66.00,-2.00,2234
2003/04/28,4802315,306062036,63.00,65.00,62.50,64.00,-2.00,1506
2003/04/29,7347331,473815508,65.50,65.50,62.50,65.00,+1.00,2607
2003/04/30,10213149,636065472,64.00,65.00,61.00,61.00,-4.00,3597
2003/05/02,12503881,740330909,61.00,61.50,58.00,60.50,-0.50,4403
2003/05/05,4407161,267999694,60.00,62.00,59.50,61.00,+0.50,1938
2003/05/06,5148276,317739381,62.00,63.00,61.00,61.00,0.00,1762
2003/05/07,7632197,468800586,62.00,62.50,61.00,62.00,+1.00,2329
2003/05/08,4354801,262699229,62.00,62.00,59.50,60.00,-2.00,1572
2003/05/09,6127712,380765403,61.00,63.00,60.50,62.50,+2.50,2407
2003/05/12,5229197,332544500,63.00,64.00,63.00,63.00,+0.50,1963
2003/05/13,6818685,445255866,65.00,66.00,64.00,65.50,+2.50,2448
2003/05/14,4058439,265485457,66.00,66.00,64.00,65.50,0.00,1429
2003/05/15,4921413,315099762,65.50,65.50,63.00,64.00,-1.50,1699
2003/05/16,5339118,337991765,64.50,65.00,62.00,62.50,-1.50,1946
2003/05/19,2133534,131813918,61.50,62.50,61.00,62.00,-0.50,956
2003/05/20,6712844,422327131,61.50,64.00,61.00,64.00,+2.00,1965
2003/05/21,5145276,323955506,64.00,64.00,62.00,63.50,-0.50,1777
2003/05/22,7636336,495578476,63.50,65.50,62.50,65.00,+1.50,3198
2003/05/23,6605679,436831259,65.50,67.00,65.00,65.50,+0.50,2339
2003/05/26,7127776,478962423,66.50,68.00,66.50,67.00,+1.50,2633
2003/05/27,4686932,313009499,67.50,68.00,66.00,67.00,0.00,2464
2003/05/28,6907149,472447334,69.00,69.50,67.50,67.50,+0.50,2314
2003/05/29,6960502,477255772,68.50,69.00,67.00,69.00,+1.50,2230
2003/05/30,7445924,516304533,69.00,70.00,67.50,69.50,+0.50,2554
2003/06/02,5936195,418312056,70.00,71.00,69.50,70.00,+0.50,2205
2003/06/03,6071121,423485701,70.00,71.00,69.00,69.50,-0.50,2106
2003/06/05,5613430,393760587,71.00,71.50,69.00,70.00,+0.50,1952
2003/06/06,5431886,378364818,71.00,71.00,69.00,69.00,-1.00,2231
2003/06/09,19590861,1406289370,69.50,73.50,69.00,73.00,+4.00,5873
2003/06/10,13462710,1003853160,73.00,76.00,73.00,74.50,+1.50,4692
2003/06/11,11191460,826805510,74.50,75.50,72.50,74.50,0.00,3173
2003/06/12,13188743,1005037014,75.00,78.00,74.50,75.50,+1.00,4554
2003/06/13,5242305,395875491,75.50,76.50,75.00,76.00,+0.50,2125
2003/06/16,8077599,606473261,77.00,77.00,74.50,74.50,-1.50,2150
2003/06/17,6942848,526325609,76.00,76.50,75.00,75.50,+1.00,2509
2003/06/18,11116971,847159171,76.50,77.00,75.00,75.00,-0.50,3280
2003/06/19,8818281,658281738,76.00,76.00,74.00,75.00,0.00,2918
2003/06/20,13685814,1004004372,74.00,74.50,72.00,73.00,-2.00,3254
2003/06/23,7012027,505532128,73.00,73.50,71.50,71.50,-1.50,1771
2003/06/24,4710371,333896915,71.00,71.50,70.00,71.50,0.00,1599
2003/06/25,10003041,728304666,72.00,73.50,71.50,72.50,+1.00,3015
2003/06/26,4627187,335976907,73.50,73.50,72.00,72.00,-0.50,1554
2003/06/27,10840145,777981910,72.00,73.00,70.50,72.00,0.00,2375
2003/06/30,7984493,569716567,72.00,72.00,70.50,71.50,-0.50,1365
2003/07/01,7845584,575064210,72.00,74.00,72.00,74.00,+2.50,2685
2003/07/02,14327276,1079768503,75.00,77.00,73.50,75.50,+1.50,4873
2003/07/03,15540628,1203489902,77.50,79.00,76.00,77.00,+1.50,4787
2003/07/04,21152517,1695109851,77.50,82.00,77.00,82.00,+5.00,6237
2003/07/07,20589248,1771043125,84.00,87.50,83.50,87.50,+5.50,4730
2003/07/08,17707886,1556799598,88.00,89.00,86.00,89.00,+1.50,5030
2003/07/09,17725000,1604761500,89.00,93.00,89.00,89.50,+0.50,4400
2003/07/10,18948000,1669234500,89.50,89.50,86.50,88.50,-1.00,4840
2003/07/11,19198000,1504630500,77.50,80.00,77.50,79.00,X0.00,6332
2003/07/14,16318079,1328413472,79.00,83.50,79.00,82.00,+3.00,5256
2003/07/15,9064556,734555072,82.00,82.50,80.00,80.00,-2.00,3711
2003/07/16,11114166,890949491,80.00,81.50,79.00,80.00,0.00,3856
2003/07/17,8061849,635533466,80.00,80.00,78.00,78.50,-1.50,2929
2003/07/18,11101555,870599536,78.00,79.50,77.00,79.00,+0.50,2875
2003/07/21,7376625,585514117,79.00,81.00,78.00,78.00,-1.00,2428
2003/07/22,8788088,692050625,78.00,80.00,77.50,80.00,+2.00,2367
2003/07/23,14135157,1153221986,80.00,83.00,80.00,81.50,+1.50,4537
2003/07/24,20545837,1711226017,81.50,84.50,81.50,84.00,+2.50,5611
2003/07/25,23246727,2005872248,84.00,89.00,83.00,87.50,+3.50,6911
2003/07/28,14621875,1278851438,88.00,90.00,85.50,86.00,-1.50,4298
2003/07/29,8101239,676789176,86.00,86.00,82.50,82.50,-3.50,3077
2003/07/30,9128296,746889661,82.50,83.00,80.50,82.00,-0.50,2841
2003/07/31,6548358,530161825,81.50,82.00,80.00,81.00,-1.00,2414
2003/08/01,14595539,1229711380,81.00,86.00,81.00,85.00,+4.00,4579
2003/08/04,5517653,464719747,85.00,85.00,83.00,84.50,-0.50,1686
2003/08/05,10740622,892951334,84.50,85.00,82.00,83.00,-1.50,2914
2003/08/06,7918391,645744415,82.00,82.50,81.00,81.50,-1.50,1970
2003/08/07,7757826,629781601,81.50,82.00,80.00,81.00,-0.50,2374
2003/08/08,13194043,1090760817,81.00,84.00,80.50,82.50,+1.50,4065
2003/08/11,9852757,822109263,82.50,84.50,81.50,84.00,+1.50,2699
2003/08/12,8794460,743084548,84.00,85.50,83.50,84.50,+0.50,2539
2003/08/13,17769880,1532556866,84.50,87.50,84.50,86.50,+2.00,5021
2003/08/14,18309967,1563698681,86.50,86.50,84.50,85.50,-1.00,3427
2003/08/15,13093969,1110648319,85.50,87.00,83.50,84.00,-1.50,3794
2003/08/18,7916902,663977487,84.00,85.00,83.00,83.50,-0.50,2402
